source_display	target	card_type	level	word_class	gender	topic	flelex_word	freq_total
enseigner	unterrichten	words	B1	verb		Allgemein	enseigner	22.52
la convention	die Vereinbarung	words	B1	noun	f	Allgemein	convention	22.45
conclure	abschließen	words	B1	verb		Allgemein	conclure	22.40
la trentaine	die Dreißig	words	B1	noun	f	Allgemein	trentaine	22.40
la gorge	der Hals	words	B1	noun	f	Allgemein	gorge	22.33
maîtriser	beherrschen	words	B1	verb		Allgemein	maîtriser	22.32
troubler	stören	words	B1	verb		Allgemein	troubler	22.26
le trésor	der Schatz	words	B1	noun	m	Allgemein	trésor	22.20
immobile	unbeweglich	words	B1	adjective		Allgemein	immobile	22.18
la bague	der Ring	words	B1	noun	f	Allgemein	bague	22.11
l'habitation	die Wohnung	words	B1	noun	f	Allgemein	habitation	22.09
lent	langsam	words	B1	adjective		Allgemein	lent	22.05
le talent	das Talent	words	B1	noun	n	Allgemein	talent	22.00
emprunter	ausleihen	words	B1	verb		Allgemein	emprunter	21.99
l'impôt	die Steuer	words	B1	noun	m	Allgemein	impôt	21.92
réparer	reparieren	words	B1	verb		Allgemein	réparer	21.85
sacré	heilig	words	B1	adjective		Allgemein	sacré	21.83
l'autorité	die Autorität	words	B1	noun	f	Allgemein	autorité	21.83
la haine	der Hass	words	B1	noun	f	Allgemein	haine	21.78
légèrement	leicht	words	B1	adverb		Allgemein	légèrement	21.78
creuser	graben	words	B1	verb		Allgemein	creuser	21.69
brusquement	plötzlich	words	B1	adverb		Allgemein	brusquement	21.64
étonnant	erstaunlich	words	B1	adjective		Allgemein	étonnant	21.63
user	benutzen	words	B1	verb		Allgemein	user	21.62
honnête	ehrlich	words	B1	adjective		Allgemein	honnête	21.57
l'évidence	die Evidenz	words	B1	noun	f	Allgemein	évidence	21.56
contenter	zufriedenstellen	words	B1	verb		Allgemein	contenter	21.48
la chaleur	die Wärme	words	B1	noun	f	Allgemein	chaleur	21.48
précédent	vorhergehend	words	B1	adjective		Allgemein	précédent	21.44
calmer	beruhigen	words	B1	verb		Allgemein	calmer	21.42
combattre	kämpfen	words	B1	verb		Allgemein	combattre	21.24
chasser	jagen	words	B1	verb		Allgemein	chasser	21.18
dessus	darüber	words	B1	adverb		Allgemein	dessus	21.12
enrichir	bereichern	words	B1	verb		Allgemein	enrichir	21.09
la transformation	die Transformation	words	B1	noun	f	Allgemein	transformation	21.03
la distance	die Distanz	words	B1	noun	f	Allgemein	distance	20.87
le trottoir	der Bürgersteig	words	B1	noun	m	Allgemein	trottoir	20.77
isoler	isolieren	words	B1	verb		Allgemein	isoler	20.75
la matinée	der Vormittag	words	B1	noun	f	Allgemein	matinée	20.63
initier	einführen	words	B1	verb		Allgemein	initier	20.58
rejeter	ablehnen	words	B1	verb		Allgemein	rejeter	20.58
fuir	fliehen	words	B1	verb		Allgemein	fuir	20.57
comparer	vergleichen	words	B1	verb		Allgemein	comparer	20.53
fier	stolz	words	B1	adjective		Allgemein	fier	20.45
fortement	stark	words	B1	adverb		Allgemein	fortement	20.41
la circulation	der Verkehr	words	B1	noun	f	Allgemein	circulation	20.40
affronter	konfrontieren	words	B1	verb		Allgemein	affronter	20.39
le plafond	die Decke	words	B1	noun	m	Allgemein	plafond	20.37
la prise	der Griff	words	B1	noun	f	Allgemein	prise	20.37
l'enthousiasme	die Begeisterung	words	B1	noun	m	Allgemein	enthousiasme	20.32
la notion	der Begriff	words	B1	noun	f	Allgemein	notion	20.28
trembler	zittern	words	B1	verb		Allgemein	trembler	20.24
l'ennui	die Langeweile	words	B1	noun	m	Allgemein	ennui	20.23
la fée	die Fee	words	B1	noun	f	Allgemein	fée	20.20
la publication	die Veröffentlichung	words	B1	noun	f	Allgemein	publication	20.09
le seigneur	der Herr	words	B1	noun	m	Allgemein	seigneur	20.09
dominer	dominieren	words	B1	verb		Allgemein	dominer	20.07
le poing	die Faust	words	B1	noun	m	Allgemein	poing	20.04
déchirer	reißen	words	B1	verb		Allgemein	déchirer	19.94
l'habit	das Kleid	words	B1	noun	n	Allgemein	habit	19.92
le chasseur	der Jäger	words	B1	noun	m	Allgemein	chasseur	19.91
la joue	die Wange	words	B1	noun	f	Allgemein	joue	19.87
la référence	der Verweis	words	B1	noun	f	Allgemein	référence	19.84
végétal	pflanzlich	words	B1	adjective		Allgemein	végétal	19.75
la fortune	das Vermögen	words	B1	noun	f	Allgemein	fortune	19.72
exceptionnel	außergewöhnlich	words	B1	adjective		Allgemein	exceptionnel	19.69
annuel	jährlich	words	B1	adjective		Allgemein	annuel	19.69
là-haut	da oben	words	B1	adverb		Allgemein	là-haut	19.67
l'apparence	das Aussehen	words	B1	noun	f	Allgemein	apparence	19.65
redescendre	herunterkommen	words	B1	verb		Allgemein	redescendre	19.62
la toile	die Leinwand	words	B1	noun	f	Allgemein	toile	19.42
fréquent	häufig	words	B1	adjective		Allgemein	fréquent	19.40
le contenu	der Inhalt	words	B1	noun	m	Allgemein	contenu	19.40
la civilisation	die Zivilisation	words	B1	noun	f	Allgemein	civilisation	19.39
le dommage	der Schaden	words	B1	noun	m	Allgemein	dommage	19.36
rarement	selten	words	B1	adverb		Allgemein	rarement	19.35
ferme	fest	words	B1	adverb		Allgemein	ferme	19.32
l'ennemi	der Feind	words	B1	noun	m	Allgemein	ennemi	19.30
guider	führen	words	B1	verb		Allgemein	guider	19.29
considérable	erheblich	words	B1	adjective		Allgemein	considérable	19.27
l'entourage	das Umfeld	words	B1	noun	m	Allgemein	entourage	19.25
la motivation	die Motivation	words	B1	noun	f	Allgemein	motivation	19.25
éclater	explodieren	words	B1	verb		Allgemein	éclater	19.19
filmer	filmen	words	B1	verb		Allgemein	filmer	19.19
la douceur	die Sanftheit	words	B1	noun	f	Allgemein	douceur	19.12
la sensation	die Empfindung	words	B1	noun	f	Allgemein	sensation	19.09
le choc	der Schock	words	B1	noun	m	Allgemein	choc	19.06
mobiliser	mobilisieren	words	B1	verb		Allgemein	mobiliser	19.04
semblable	ähnlich	words	B1	adjective		Allgemein	semblable	19.00
le miroir	der Spiegel	words	B1	noun	m	Allgemein	miroir	18.97
la lance	die Lanze	words	B1	noun	f	Allgemein	lance	18.96
le piège	die Falle	words	B1	noun	m	Allgemein	piège	18.95
uniquement	ausschließlich	words	B1	adverb		Allgemein	uniquement	18.93
la caméra	die Kamera	words	B1	noun	f	Allgemein	caméra	18.92
accéder	zugreifen	words	B1	verb		Allgemein	accéder	18.87
agiter	schütteln	words	B1	verb		Allgemein	agiter	18.85
le téléspectateur	der Zuschauer	words	B1	noun	m	Allgemein	téléspectateur	18.84
roux	rot	words	B1	adjective		Allgemein	roux	18.81
la barbe	der Bart	words	B1	noun	f	Allgemein	barbe	18.79
le stade	das Stadion	words	B1	noun	m	Allgemein	stade	18.71
douter	zweifeln	words	B1	verb		Allgemein	douter	18.70
technologique	technologisch	words	B1	adjective		Allgemein	technologique	18.68
la masse	die Masse	words	B1	noun	f	Allgemein	masse	18.66
moral	moralisch	words	B1	adjective		Allgemein	moral	18.59
volontiers	gerne	words	B1	adverb		Allgemein	volontiers	18.57
mineur	minderjährig	words	B1	adjective		Allgemein	mineur	18.52
dramatique	dramatisch	words	B1	adjective		Allgemein	dramatique	18.48
la tombe	das Grab	words	B1	noun	f	Allgemein	tombe	18.47
envers	gegenüber	words	B1	preposition		Allgemein	envers	18.45
afficher	anzeigen	words	B1	verb		Allgemein	afficher	18.44
supplémentaire	zusätzlich	words	B1	adjective		Allgemein	supplémentaire	18.43
l'exemplaire	das Exemplar	words	B1	noun	m	Allgemein	exemplaire	18.42
misérable	elendig	words	B1	adjective		Allgemein	misérable	18.39
le banc	die Bank	words	B1	noun	m	Allgemein	banc	18.36
le sentier	der Pfad	words	B1	noun	m	Allgemein	sentier	18.36
une vingtaine	zwanzig	words	B1	noun	f	Allgemein	vingtaine	18.33
la grippe	die Grippe	words	B1	noun	f	Allgemein	grippe	18.32
le stress	der Stress	words	B1	noun	m	Allgemein	stress	18.31
ordonner	anordnen	words	B1	verb		Allgemein	ordonner	18.30
la menace	die Bedrohung	words	B1	noun	f	Allgemein	menace	18.20
la séance	die Sitzung	words	B1	noun	f	Allgemein	séance	18.15
rompre	brechen	words	B1	verb		Allgemein	rompre	18.11
l'intervention	die Intervention	words	B1	noun	f	Allgemein	intervention	18.02
débuter	beginnen	words	B1	verb		Allgemein	débuter	17.98
le linge	die Wäsche	words	B1	noun	m	Allgemein	linge	17.93
la recette	das Rezept	words	B1	noun	f	Allgemein	recette	17.93
traîner	herumhängen	words	B1	verb		Allgemein	traîner	17.93
marin	maritim	words	B1	adjective		Allgemein	marin	17.93
le contexte	der Kontext	words	B1	noun	m	Allgemein	contexte	17.91
l'illusion	die Illusion	words	B1	noun	f	Allgemein	illusion	17.83
la goutte	der Tropfen	words	B1	noun	f	Allgemein	goutte	17.82
l'enjeu	das Anliegen	words	B1	noun	m	Allgemein	enjeu	17.81
occidental	westlich	words	B1	adjective		Allgemein	occidental	17.80
le portrait	das Porträt	words	B1	noun	m	Allgemein	portrait	17.71
le dollar	der Dollar	words	B1	noun	m	Allgemein	dollar	17.61
remuer	rühren	words	B1	verb		Allgemein	remuer	17.54
la plaisanterie	der Scherz	words	B1	noun	f	Allgemein	plaisanterie	17.49
la réaction	die Reaktion	words	B1	noun	f	Allgemein	réaction	17.47
le circuit	der Kreis	words	B1	noun	m	Allgemein	circuit	17.39
la vocation	die Berufung	words	B1	noun	f	Allgemein	vocation	17.38
la défense	die Verteidigung	words	B1	noun	f	Allgemein	défense	17.33
regrouper	gruppieren	words	B1	verb		Allgemein	regrouper	17.26
la maîtrise	die Beherrschung	words	B1	noun	f	Allgemein	maîtrise	17.22
effacer	löschen	words	B1	verb		Allgemein	effacer	17.16
évaluer	bewerten	words	B1	verb		Allgemein	évaluer	17.12
redevenir	wieder werden	words	B1	verb		Allgemein	redevenir	17.05
la souris	die Maus	words	B1	noun	f	Allgemein	souris	17.01
le dragon	der Drache	words	B1	noun	m	Allgemein	dragon	16.96
épais	dick	words	B1	adjective		Allgemein	épais	16.93
repousser	zurückdrängen	words	B1	verb		Allgemein	repousser	16.93
l'ours	der Bär	words	B1	noun	m	Allgemein	ours	16.88
banal	banal	words	B1	adjective		Allgemein	banal	16.87
la prière	das Gebet	words	B1	noun	f	Allgemein	prière	16.86
le retraité	der Rentner	words	B1	noun	m	Allgemein	retraité	16.86
raisonnable	vernünftig	words	B1	adjective		Allgemein	raisonnable	16.80
le trajet	der Weg	words	B1	noun	m	Allgemein	trajet	16.79
l'ange	der Engel	words	B1	noun	m	Allgemein	ange	16.79
progresser	fortschreiten	words	B1	verb		Allgemein	progresser	16.78
la fatigue	die Müdigkeit	words	B1	noun	f	Allgemein	fatigue	16.77
la tonne	die Tonne	words	B1	noun	f	Allgemein	tonne	16.64
le second	der Zweite	words	B1	noun	m	Allgemein	second	16.64
l'élection	die Wahl	words	B1	noun	f	Allgemein	élection	16.62
évident	offensichtlich	words	B1	adjective		Allgemein	évident	16.62
l'essence	die Essenz	words	B1	noun	f	Allgemein	essence	16.61
le psychologue	der Psychologe	words	B1	noun	m	Allgemein	psychologue	16.60
exploser	explodieren	words	B1	verb		Allgemein	exploser	16.52
désert	wüst	words	B1	adjective		Allgemein	désert	16.45
progressivement	schrittweise	words	B1	adverb		Allgemein	progressivement	16.41
le profil	das Profil	words	B1	noun	m	Allgemein	profil	16.41
vieillir	altern	words	B1	verb		Allgemein	vieillir	16.39
négatif	negativ	words	B1	adjective		Allgemein	négatif	16.39
constamment	ständig	words	B1	adverb		Allgemein	constamment	16.32
publicitaire	werblich	words	B1	adjective		Allgemein	publicitaire	16.25
faciliter	erleichtern	words	B1	verb		Allgemein	faciliter	16.24
la profondeur	die Tiefe	words	B1	noun	f	Allgemein	profondeur	16.23
longuement	lange	words	B1	adverb		Allgemein	longuement	16.22
le domicile	der Wohnsitz	words	B1	noun	m	Allgemein	domicile	16.19
la proportion	der Anteil	words	B1	noun	f	Allgemein	proportion	16.18
la transmission	die Übertragung	words	B1	noun	f	Allgemein	transmission	16.16
la règle	die Regel	words	B1	noun	f	Allgemein	règle	16.16
bref	kurz	words	B1	adverb		Allgemein	bref	16.12
rougir	erröten	words	B1	verb		Allgemein	rougir	16.12
le régime	die Diät	words	B1	noun	m	Allgemein	régime	16.07
pénétrer	eindringen	words	B1	verb		Allgemein	pénétrer	16.01
militaire	militärisch	words	B1	adjective		Allgemein	militaire	16.00
calculer	berechnen	words	B1	verb		Allgemein	calculer	16.00
l'officier	der Offizier	words	B1	noun	m	Allgemein	officier	15.99
convenir	vereinbaren	words	B1	verb		Allgemein	convenir	15.94
matériel	material	words	B1	adjective		Allgemein	matériel	15.93
l'orage	das Gewitter	words	B1	noun	m	Allgemein	orage	15.89
la réputation	der Ruf	words	B1	noun	f	Allgemein	réputation	15.85
enterrer	begraben	words	B1	verb		Allgemein	enterrer	15.84
le déchet	der Abfall	words	B1	noun	m	Allgemein	déchet	15.83
précisément	genau	words	B1	adverb		Allgemein	précisément	15.81
le logiciel	die Software	words	B1	noun	m	Allgemein	logiciel	15.74
vaste	weit	words	B1	adjective		Allgemein	vaste	15.74
le capitaine	der Kapitän	words	B1	noun	m	Allgemein	capitaine	15.74
la vache	die Kuh	words	B1	noun	f	Allgemein	vache	15.72
la fumée	der Rauch	words	B1	noun	f	Allgemein	fumée	15.71
le repos	die Ruhe	words	B1	noun	m	Allgemein	repos	15.71
l'excès	der Überschuss	words	B1	noun	m	Allgemein	excès	15.68
le concierge	der Hausmeister	words	B1	noun	m	Allgemein	concierge	15.66
le tas	der Haufen	words	B1	noun	m	Allgemein	tas	15.55
la pointe	die Spitze	words	B1	noun	f	Allgemein	pointe	15.51
le lion	der Löwe	words	B1	noun	m	Allgemein	lion	15.50
le nucléaire	das Nuklear	words	B1	noun	n	Allgemein	nucléaire	15.49
interpréter	interpretieren	words	B1	verb		Allgemein	interpréter	15.45
le pompier	der Feuerwehrmann	words	B1	noun	m	Allgemein	pompier	15.37
concentrer	konzentrieren	words	B1	verb		Allgemein	concentrer	15.34
conquérir	erobern	words	B1	verb		Allgemein	conquérir	15.33
la mine	die Mine	words	B1	noun	f	Allgemein	mine	15.33
le fumeur	der Raucher	words	B1	noun	m	Allgemein	fumeur	15.33
le passager	der Passagier	words	B1	noun	m	Allgemein	passager	15.31
la patience	die Geduld	words	B1	noun	f	Allgemein	patience	15.27
le poème	das Gedicht	words	B1	noun	n	Allgemein	poème	15.27
venger	rächen	words	B1	verb		Allgemein	venger	15.26
le bijou	der Schmuck	words	B1	noun	m	Allgemein	bijou	15.19
joindre	beigefügen	words	B1	verb		Allgemein	joindre	15.18
qualifier	qualifizieren	words	B1	verb		Allgemein	qualifier	15.18
revendiquer	beanspruchen	words	B1	verb		Allgemein	revendiquer	15.17
le curé	der Pfarrer	words	B1	noun	m	Allgemein	curé	15.17
l'amélioration	die Verbesserung	words	B1	noun	f	Allgemein	amélioration	15.15
éternel	ewig	words	B1	adjective		Allgemein	éternel	15.14
la dépense	die Ausgabe	words	B1	noun	f	Allgemein	dépense	15.11
renouveler	erneuern	words	B1	verb		Allgemein	renouveler	15.11
la fédération	die Föderation	words	B1	noun	f	Allgemein	fédération	15.10
loger	unterbringen	words	B1	verb		Allgemein	loger	15.02
artificiel	künstlich	words	B1	adjective		Allgemein	artificiel	15.00
la jupe	der Rock	words	B1	noun	f	Allgemein	jupe	15.00
muet	stumm	words	B1	adjective		Allgemein	muet	14.96
explorer	erkunden	words	B1	verb		Allgemein	explorer	14.90
effectivement	tatsächlich	words	B1	adverb		Allgemein	effectivement	14.88
l'adaptation	die Anpassung	words	B1	noun	f	Allgemein	adaptation	14.84
le poids	das Gewicht	words	B1	noun	m	Allgemein	poids	14.82
attribuer	zuweisen	words	B1	verb		Allgemein	attribuer	14.81
le trouble	die Störung	words	B1	noun	m	Allgemein	trouble	14.81
la branche	der Zweig	words	B1	noun	f	Allgemein	branche	14.77
unir	vereinen	words	B1	verb		Allgemein	unir	14.77
dégager	freisetzen	words	B1	verb		Allgemein	dégager	14.75
sourd	taub	words	B1	adjective		Allgemein	sourd	14.65
catholique	katholisch	words	B1	adjective		Allgemein	catholique	14.64
habituer	gewöhnen	words	B1	verb		Allgemein	habituer	14.61
familier	vertraut	words	B1	adjective		Allgemein	familier	14.59
le fichier	die Datei	words	B1	noun	m	Allgemein	fichier	14.58
la manche	der Ärmel	words	B1	noun	f	Allgemein	manche	14.57
la caractéristique	das Merkmal	words	B1	noun	f	Allgemein	caractéristique	14.53
énerver	nervös machen	words	B1	verb		Allgemein	énerver	14.51
la répétition	die Wiederholung	words	B1	noun	f	Allgemein	répétition	14.50
l'écart	der Abstand	words	B1	noun	m	Allgemein	écart	14.39
le carton	der Karton	words	B1	noun	m	Allgemein	carton	14.34
la silhouette	die Silhouette	words	B1	noun	f	Allgemein	silhouette	14.34
l'éclair	der Blitz	words	B1	noun	m	Allgemein	éclair	14.33
le souffle	der Atem	words	B1	noun	m	Allgemein	souffle	14.33
le test	der Test	words	B1	noun	m	Allgemein	test	14.32
le jugement	das Urteil	words	B1	noun	m	Allgemein	jugement	14.32
la compétition	der Wettbewerb	words	B1	noun	f	Allgemein	compétition	14.30
automobile	automobil	words	B1	adjective		Allgemein	automobile	14.30
s'emparer	sich bemächtigen	words	B1	verb		Allgemein	emparer	14.25
le col	der Kragen	words	B1	noun	m	Allgemein	col	14.23
songer	nachdenken	words	B1	verb		Allgemein	songer	14.22
l'auditeur	der Zuhörer	words	B1	noun	m	Allgemein	auditeur	14.22
débarrasser	befreien	words	B1	verb		Allgemein	débarrasser	14.22
la croix	das Kreuz	words	B1	noun	f	Allgemein	croix	14.21
l'obligation	die Verpflichtung	words	B1	noun	f	Allgemein	obligation	14.19
arranger	arrangieren	words	B1	verb		Allgemein	arranger	14.17
l'empire	das Empire	words	B1	noun	m	Allgemein	empire	14.11
grimper	klettern	words	B1	verb		Allgemein	grimper	14.10
s'envoler	davonfliegen	words	B1	verb		Allgemein	envoler	14.06
ethnique	ethnisch	words	B1	adjective		Allgemein	ethnique	14.05
véritablement	wirklich	words	B1	adverb		Allgemein	véritablement	14.03
régulier	regelmäßig	words	B1	adjective		Allgemein	régulier	14.01
l'adieu	der Abschied	words	B1	noun	m	Allgemein	adieu	13.96
la pousse	der Schössling	words	B1	noun	f	Allgemein	pousse	13.93
tantôt	bald	words	B1	adverb		Allgemein	tantôt	13.92
la commande	die Bestellung	words	B1	noun	f	Allgemein	commande	13.90
financer	finanzieren	words	B1	verb		Allgemein	financer	13.84
fixe	fest	words	B1	adjective		Allgemein	fixe	13.82
correct	korrekt	words	B1	adjective		Allgemein	correct	13.80
dénoncer	anzeigen	words	B1	verb		Allgemein	dénoncer	13.78
la contrainte	die Einschränkung	words	B1	noun	f	Allgemein	contrainte	13.75
l'épouse	die Ehefrau	words	B1	noun	f	Allgemein	épouse	13.75
renverser	umkippen	words	B1	verb		Allgemein	renverser	13.72
le romancier	der Romanautor	words	B1	noun	m	Allgemein	romancier	13.67
l'espérance	die Hoffnung	words	B1	noun	f	Allgemein	espérance	13.66
le berger	der Schäfer	words	B1	noun	m	Allgemein	berger	13.65
conséquent	konsequent	words	B1	adjective		Allgemein	conséquent	13.65
la rentrée	der Schulanfang	words	B1	noun	f	Allgemein	rentrée	13.61
habituel	gewöhnlich	words	B1	adjective		Allgemein	habituel	13.60
le duc	der Herzog	words	B1	noun	m	Allgemein	duc	13.56
la description	die Beschreibung	words	B1	noun	f	Allgemein	description	13.51
la discipline	die Disziplin	words	B1	noun	f	Allgemein	discipline	13.48
la gestion	das Management	words	B1	noun	f	Allgemein	gestion	13.45
la honte	die Scham	words	B1	noun	f	Allgemein	honte	13.45
