verb_fr	verb_de	noun_fr	noun_de
effectuer	durchführen	l'étude	das Studium
effectuer	durchführen	la tâche	die Aufgabe
effiler	ausdünnen	le légume	das Gemüse
effiler	ausdünnen	le tissu	der Stoff
effondrer	einstürzen	la structure	die Struktur
effondrer	einstürzen	le bâtiment	das Gebäude
effondrer	einstürzen	le pont	die Brücke
efforcer	sich bemühen	l'objectif	das Ziel
efforcer	sich bemühen	l'étude	das Studium
efforcer	sich bemühen	le travail	die Arbeit
effrayer	erschrecken	l'animal	das Tier
effrayer	erschrecken	l'enfant	das Kind
effrayer	erschrecken	le spectateur	der Zuschauer
efféminer	verweiblichen	homme	der Mann
efféminer	verweiblichen	le comportement	das Verhalten
efféminer	verweiblichen	le style	der Stil
emballer	einpacken	le cadeau	das Geschenk
emballer	einpacken	le produit	das Produkt
embarquer	einsteigen	l'équipe	die Mannschaft
embarrasser	verlegen machen	l'enfant	das Kind
embarrasser	verlegen machen	la personne	die Person
embarrasser	verlegen machen	la situation	die Situation
embaucher	einstellen	l'employé	der Angestellte
embaucher	einstellen	le candidat	der Kandidat
embaucher	einstellen	le travailleur	der Arbeiter
embellir	verschönern	la maison	das Haus
embellir	verschönern	la photo	das Foto
embellir	verschönern	le jardin	der Garten
embouteiller	abfüllen	le jus	der Saft
embouteiller	abfüllen	le vin	der Wein
emboîter	einfügen	l'élément	das Element
emboîter	einfügen	la boîte	die Box
emboîter	einfügen	la pièce	das Stück
embraser	entzünden	la passion	die Leidenschaft
embraser	entzünden	la scène	die Szene
embraser	entzünden	le feu	das Feuer
embrasser	umarmen	l'ami	der Freund
embrasser	umarmen	l'enfant	das Kind
embrasser	umarmen	la mère	die Mutter
embêter	ärgern	l'enfant	das Kind
embêter	ärgern	la personne	die Person
embêter	ärgern	la situation	die Situation
emmener	mitnehmen	l'ami	der Freund
emmener	mitnehmen	l'animal	das Tier
emmener	mitnehmen	l'enfant	das Kind
emmerder	nerven	la personne	die Person
emmerder	nerven	la situation	die Situation
emmerder	nerven	le problème	das Problem
emménager	einziehen	l'appartement	die Wohnung
emménager	einziehen	la maison	das Haus
emménager	einziehen	le bureau	das Büro
empierrer	mit Steinen belegen	le chemin	der Weg
empierrer	mit Steinen belegen	le jardin	der Garten
empierrer	mit Steinen belegen	le terrain	das Gelände
empiler	stapeln	l'assiette	der Teller
empiler	stapeln	la boîte	die Box
empiler	stapeln	le livre	das Buch
empiéter	eindringen	l'espace	der Raum
empiéter	eindringen	le domaine	das Gebiet
empiéter	eindringen	le territoire	das Gebiet
emplir	füllen	l'espace	der Raum
emplir	füllen	la bouteille	die Flasche
emplir	füllen	le sac	die Tasche
employer	anwenden	la méthode	die Methode
employer	anwenden	la ressource	die Ressource
employer	anwenden	temps	die Zeit
empoisonner	vergiften	l'atmosphère	die Atmosphäre
empoisonner	vergiften	l'eau	das Wasser
empoisonner	vergiften	la nourriture	die Nahrung
emporter	mitnehmen	l'objet	der Gegenstand
emporter	mitnehmen	la nourriture	die Nahrung
emporter	mitnehmen	le sac	die Tasche
empreindre	prägen	l'empreinte	der Abdruck
empreindre	prägen	l'image	das Bild
empreindre	prägen	la marque	die Marke
empresser	eilen	l'action	die Handlung
empresser	eilen	la personne	die Person
empresser	eilen	le travail	die Arbeit
emprisonner	einsperren	criminel	kriminell
emprisonner	einsperren	la personne	die Person
emprunter	ausleihen	l'argent	das Geld
emprunter	ausleihen	l'objet	der Gegenstand
emprunter	ausleihen	le livre	das Buch
empêcher	verhindern	l'accident	der Unfall
empêcher	verhindern	la situation	die Situation
empêcher	verhindern	le problème	das Problem
empêtrer	verwickeln	le câble	das Kabel
empêtrer	verwickeln	le fil	der Faden
empêtrer	verwickeln	le tissu	der Stoff
encadrer	rahmen	la photo	das Foto
encadrer	rahmen	le document	das Dokument
encadrer	rahmen	le projet	das Projekt
encastrer	einbauen	l'appareil	das Gerät
encastrer	einbauen	l'élément	das Element
encastrer	einbauen	le meuble	das Möbel
enceindre	umgeben	la maison	das Haus
enceindre	umgeben	le jardin	der Garten
enceindre	umgeben	le terrain	das Gelände
encenser	loben	la personne	die Person
encenser	loben	la réalisation	die Umsetzung
encenser	loben	le travail	die Arbeit
encercler	umkreisen	l'objet	der Gegenstand
encercler	umkreisen	la cible	das Ziel
encercler	umkreisen	la zone	die Zone
enchanter	verzaubern	l'enfant	das Kind
enchanter	verzaubern	la musique	die Musik
enchanter	verzaubern	le spectacle	das Schauspiel
enchevêtrer	verwickeln	la situation	die Situation
enchevêtrer	verwickeln	le câble	das Kabel
enchevêtrer	verwickeln	le fil	der Faden
enclore	einschließen	la propriété	das Eigentum
enclore	einschließen	le jardin	der Garten
enclore	einschließen	le terrain	das Gelände
encombrer	überladen	l'espace	der Raum
encombrer	überladen	le bureau	das Büro
encombrer	überladen	le chemin	der Weg
encourager	ermutigen	l'action	die Handlung
encourager	ermutigen	l'initiative	die Initiative
encourager	ermutigen	la personne	die Person
encourir	ausstehen	la dépense	die Ausgabe
encourir	ausstehen	le risque	das Risiko
encourir	ausstehen	une conséquence	die Konsequenz
endetter	verschulden	l'entreprise	die Firma
endetter	verschulden	la personne	die Person
endetter	verschulden	la situation	die Situation
endiguer	dämmen	l'eau	das Wasser
endiguer	dämmen	la foule	die Menge
endiguer	dämmen	le problème	das Problem
endommager	beschädigen	l'objet	der Gegenstand
endommager	beschädigen	l'équipement	die Ausrüstung
endommager	beschädigen	la voiture	das Auto
endormir	einschläfern	l'animal	das Tier
endormir	einschläfern	l'enfant	das Kind
endormir	einschläfern	le patient	der Patient
endosser	anziehen	le costume	der Anzug
endosser	anziehen	le sac	die Tasche
endosser	anziehen	le vêtement	das Kleidungsstück
endurer	ertragen	l'épreuve	die Prüfung
endurer	ertragen	la douleur	der Schmerz
endurer	ertragen	la situation	die Situation
enfanter	gebären	l'enfant	das Kind
enfanter	gebären	le bébé	das Baby
enfermer	einsperren	l'animal	das Tier
enfermer	einsperren	l'objet	der Gegenstand
enfermer	einsperren	la personne	die Person
enferrer	verhaften	criminel	kriminell
enferrer	verhaften	la personne	die Person
enfiler	anziehen	le pull	der Pullover
enfiler	anziehen	le vêtement	das Kleidungsstück
enflammer	entzünden	la passion	die Leidenschaft
enflammer	entzünden	le feu	das Feuer
enfler	anschwellend	le poumon	die Lunge
enfler	anschwellend	le tissu	der Stoff
enfoncer	hineindrücken	l'objet	der Gegenstand
enfoncer	hineindrücken	la main	die Hand
enfoncer	hineindrücken	le clou	der Nagel
engager	engagieren	l'employé	der Angestellte
engager	engagieren	l'équipe	die Mannschaft
engager	engagieren	la personne	die Person
engendrer	verursachen	le conflit	der Konflikt
engendrer	verursachen	le problème	das Problem
engendrer	verursachen	un changement	die Veränderung
engloutir	verschlingen	la nourriture	die Nahrung
engloutir	verschlingen	le livre	das Buch
engloutir	verschlingen	temps	die Zeit
engoncer	einengen	l'espace	der Raum
engoncer	einengen	le mouvement	die Bewegung
engoncer	einengen	le vêtement	das Kleidungsstück
engouffrer	hineinstürzen	l'objet	der Gegenstand
engouffrer	hineinstürzen	la nourriture	die Nahrung
engraisser	dick machen	l'animal	das Tier
engraisser	dick machen	la nourriture	die Nahrung
engraisser	dick machen	la personne	die Person
engueuler	anschnauzen	l'ami	der Freund
engueuler	anschnauzen	l'enfant	das Kind
engueuler	anschnauzen	le collègue	der Kollege
enhardir	ermutigen	l'enfant	das Kind
enhardir	ermutigen	la personne	die Person
enhardir	ermutigen	le groupe	der Gruppe
enivrer	betrinken	l'alcool	der Alkohol
enivrer	betrinken	la personne	die Person
enivrer	betrinken	le vin	der Wein
enjoindre	auffordern	l'instruction	die Anweisung
enjoindre	auffordern	l'ordre	die Ordnung
enjoindre	auffordern	la demande	die Anfrage
enlaidir	verunstalten	l'image	das Bild
enlaidir	verunstalten	l'objet	der Gegenstand
enlaidir	verunstalten	le lieu	der Ort
enlever	entfernen	l'objet	der Gegenstand
enlever	entfernen	le décor	die Dekoration
enlever	entfernen	le vêtement	das Kleidungsstück
enliser	festfahren	la situation	die Situation
enliser	festfahren	la voiture	das Auto
enliser	festfahren	le projet	das Projekt
enneiger	schneien	la route	die Straße
enneiger	schneien	la ville	die Stadt
enneiger	schneien	le paysage	die Landschaft
ennuyer	langweilen	la personne	die Person
ennuyer	langweilen	la situation	die Situation
ennuyer	langweilen	temps	die Zeit
enorgueillir	stolz machen	l'équipe	die Mannschaft
enorgueillir	stolz machen	la famille	die Familie
enorgueillir	stolz machen	la personne	die Person
enquêter	ermitteln	l'affaire	die Angelegenheit
enquêter	ermitteln	le crime	das Verbrechen
enquêter	ermitteln	le témoignage	das Zeugnis
enraciner	verwurzeln	la culture	die Kultur
enraciner	verwurzeln	la plante	die Pflanze
enraciner	verwurzeln	la tradition	die Tradition
enrager	wütend machen	l'événement	das Ereignis
enrager	wütend machen	la personne	die Person
enrager	wütend machen	la situation	die Situation
enregistrer	aufzeichnen	la vidéo	das Video
enrhumer	erkälten	l'ami	der Freund
enrhumer	erkälten	l'enfant	das Kind
enrhumer	erkälten	la personne	die Person
enrichir	bereichern	l'expérience	die Erfahrung
enrichir	bereichern	la culture	die Kultur
enrouler	wickeln	le câble	das Kabel
enrouler	wickeln	le fil	der Faden
enrouler	wickeln	le ruban	das Band
enseigner	unterrichten	l'élève	der Schüler
enseigner	unterrichten	la leçon	die Lektion
enseigner	unterrichten	la matière	das Material
ensoleiller	bescheinen	jour	der Tag
ensoleiller	bescheinen	la chambre	das Zimmer
ensoleiller	bescheinen	le jardin	der Garten
ensorceler	verzaubern	l'environnement	die Umwelt
ensorceler	verzaubern	la personne	die Person
ensorceler	verzaubern	le moment	der Moment
entacher	beschmutzen	l'image	das Bild
entacher	beschmutzen	la réputation	der Ruf
entacher	beschmutzen	le nom	der Name
entamer	anfangen	la conversation	das Gespräch
entamer	anfangen	le projet	das Projekt
entamer	anfangen	le repas	die Mahlzeit
entasser	stapeln	la boîte	die Box
entasser	stapeln	le livre	das Buch
entendre	hören	la musique	die Musik
entendre	hören	la voix	die Stimme
entendre	hören	le bruit	der Lärm
enterrer	begraben	l'objet	der Gegenstand
enterrer	begraben	la personne	die Person
enterrer	begraben	le secret	das Geheimnis
enthousiasmer	begeistern	l'enfant	das Kind
enthousiasmer	begeistern	l'équipe	die Mannschaft
enthousiasmer	begeistern	le public	das Publikum
entonner	anstimmen	l'hymne	die Hymne
entonner	anstimmen	la chanson	das Lied
entonner	anstimmen	le chant	der Gesang
entourer	umgeben	l'arbre	der Baum
entourer	umgeben	la maison	das Haus
entourer	umgeben	la ville	die Stadt
entraver	behindern	le chemin	der Weg
entraver	behindern	le progrès	der Fortschritt
entraver	behindern	le travail	die Arbeit
entraîner	trainieren	l'équipe	die Mannschaft
entraîner	trainieren	la personne	die Person
entraîner	trainieren	le sport	der Sport
entrebâiller	einklemmen	la fenêtre	das Fenster
entrebâiller	einklemmen	la porte	die Tür
entrebâiller	einklemmen	le volet	der Fensterladen
entreposer	lagern	la marchandise	die Ware
entreposer	lagern	le meuble	das Möbel
entreposer	lagern	le produit	das Produkt
entreprendre	unternehmen	l'action	die Handlung
entreprendre	unternehmen	le projet	das Projekt
entreprendre	unternehmen	le travail	die Arbeit
entrer	eintreten	la maison	das Haus
entrer	eintreten	la salle	der Raum
entrer	eintreten	le bureau	das Büro
entretenir	pflegen	la maison	das Haus
entretenir	pflegen	la relation	die Beziehung
entretenir	pflegen	le jardin	der Garten
entrevoir	ahnen	l'avenir	die Zukunft
entrevoir	ahnen	l'idée	die Idee
entrevoir	ahnen	la possibilité	die Möglichkeit
entrouvrir	anlehnen	la fenêtre	das Fenster
entrouvrir	anlehnen	la porte	die Tür
entrouvrir	anlehnen	le livre	das Buch
entériner	genehmigen	l'accord	die Vereinbarung
entériner	genehmigen	la décision	die Entscheidung
entériner	genehmigen	le contrat	der Vertrag
entêter	verwirren	la pensée	der Gedanke
entêter	verwirren	la personne	die Person
entêter	verwirren	la situation	die Situation
envahir	überfallen	l'espace	der Raum
envahir	überfallen	la maison	das Haus
envahir	überfallen	le territoire	das Gebiet
envelopper	einwickeln	l'objet	der Gegenstand
envelopper	einwickeln	la nourriture	die Nahrung
envelopper	einwickeln	le cadeau	das Geschenk
envier	beneiden	la richesse	der Reichtum
envier	beneiden	la réussite	der Erfolg
envier	beneiden	le talent	das Talent
envisager	in Betracht ziehen	l'option	die Option
envisager	in Betracht ziehen	la possibilité	die Möglichkeit
envisager	in Betracht ziehen	un changement	die Veränderung
envoyer	senden	la lettre	der Brief
envoyer	senden	le message	die Nachricht
envoyer	senden	le paquet	das Paket
errer	umherirren	la forêt	der Wald
errer	umherirren	la ville	die Stadt
errer	umherirren	le chemin	der Weg
escalader	besteigen	l'arbre	der Baum
escalader	besteigen	la montagne	der Berg
escalader	besteigen	le mur	die Wand
escarper	abtragen	la pente	der Hang
escarper	abtragen	la roche	der Felsen
escarper	abtragen	la terre	die Erde
escompter	erwarten	la réponse	die Antwort
escompter	erwarten	le gain	der Gewinn
escompter	erwarten	le résultat	das Ergebnis
escorter	eskortieren	l'enfant	das Kind
escorter	eskortieren	la personne	die Person
escorter	eskortieren	le groupe	der Gruppe
espacer	abstand halten	temps	die Zeit
espionner	spionieren	l'information	die Information
espionner	spionieren	la cible	das Ziel
espérer	hoffen	l'avenir	die Zukunft
espérer	hoffen	la réussite	der Erfolg
espérer	hoffen	un changement	die Veränderung
esquisser	skizzieren	l'idée	die Idee
esquisser	skizzieren	le dessin	die Zeichnung
esquisser	skizzieren	le plan	der Plan
essaimer	schwärmen	l'abeille	die Biene
essaimer	schwärmen	l'idée	die Idee
essaimer	schwärmen	le groupe	der Gruppe
essayer	versuchen	l'activité	die Aktivität
essayer	versuchen	le plat	das Gericht
essayer	versuchen	le vêtement	das Kleidungsstück
essorer	auswringen	la serviette	das Handtuch
essorer	auswringen	le chiffon	das Tuch
essorer	auswringen	le vêtement	das Kleidungsstück
essouffler	aufräumen	l'animal	das Tier
essouffler	aufräumen	l'objet	der Gegenstand
essouffler	aufräumen	la personne	die Person
essuyer	abwischen	la main	die Hand
essuyer	abwischen	la table	der Tisch
essuyer	abwischen	le visage	das Gesicht
estampiller	stempeln	la lettre	der Brief
estampiller	stempeln	le document	das Dokument
estampiller	stempeln	le produit	das Produkt
estimer	schätzen	la valeur	der Wert
estimer	schätzen	le coût	die Kosten
estimer	schätzen	temps	die Zeit
estomper	verblassen	l'image	das Bild
estomper	verblassen	la couleur	die Farbe
estomper	verblassen	le contour	der Umriss
estropier	verkrüppeln	l'animal	das Tier
estropier	verkrüppeln	la personne	die Person
estropier	verkrüppeln	le membre	das Mitglied
exagérer	übertreiben	l'histoire	die Geschichte
exagérer	übertreiben	la réaction	die Reaktion
exagérer	übertreiben	la situation	die Situation
exalter	erheben	l'idée	die Idee
exalter	erheben	l'émotion	die Emotion
exalter	erheben	le sentiment	das Gefühl
examiner	untersuchen	la situation	die Situation
examiner	untersuchen	le cas	der Fall
examiner	untersuchen	le document	das Dokument
exaspérer	ärgern	l'environnement	die Umwelt
exaspérer	ärgern	la personne	die Person
exaspérer	ärgern	la situation	die Situation
exaucer	erfüllen	la demande	die Anfrage
exaucer	erfüllen	la prière	das Gebet
exaucer	erfüllen	le souhait	der Wunsch
exceller	auszeichnen	l'activité	die Aktivität
exceller	auszeichnen	la compétence	die Kompetenz
exceller	auszeichnen	le domaine	das Gebiet
excepter	ausnehmen	la personne	die Person
