source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
rose	rosa	words	B1	adjective		rose	23.98
parcourir	überlesen	words	B1	verb		parcourir	23.95
recommander	berufen	words	B1	verb		recommander	23.91
identifier	bemerken	words	B1	verb		identifier	23.82
franc	frei	words	B1	adjective		franc	23.63
la ressource	Mittel	words	B1	noun	feminine	ressource	23.51
parler	sprechen	words	B1	noun		parler	23.42
consulter	ablesen	words	B1	verb		consulter	23.34
la disposition	Klausel	words	B1	noun	feminine	disposition	23.32
le destin	Schicksal	words	B1	noun	masculine	destin	23.31
la baisse	Rückgang	words	B1	noun	feminine	baisse	23.14
la philosophie	Philosophie	words	B1	noun	feminine	philosophie	23.06
la commune	Kommune	words	B1	noun	feminine	commune	23.05
modeste	bescheiden	words	B1	adjective		modeste	23.03
l' intention	Plan	words	B1	noun	feminine	intention	23.00
positif	positiv	words	B1	adjective	masculine	positif	23.00
la pollution	Verschmutzung	words	B1	noun	feminine	pollution	22.97
le producteur	Produzent	words	B1	noun	masculine	producteur	22.94
maintenir	bergen	words	B1	verb		maintenir	22.86
le tribunal	Gericht	words	B1	noun	masculine	tribunal	22.73
refaire	reparieren	words	B1	verb		refaire	22.73
le cabinet	Abort	words	B1	noun	masculine	cabinet	22.70
briser	bersten	words	B1	verb		briser	22.67
enseigner	lehren	words	B1	verb		enseigner	22.52
la convention	Abkommen	words	B1	noun	feminine	convention	22.45
conclure	folgern	words	B1	verb		conclure	22.40
la gorge	Hals	words	B1	noun	feminine	gorge	22.33
troubler	agitieren	words	B1	verb		troubler	22.26
immobile	reglos	words	B1	adjective		immobile	22.18
la bague	Ring	words	B1	noun	feminine	bague	22.11
l' habitation	Wohnung	words	B1	noun	feminine	habitation	22.09
lent	langsam	words	B1	adjective	masculine	lent	22.05
le talent	Talent	words	B1	noun	masculine	talent	22.00
emprunter	borgen	words	B1	verb		emprunter	21.99
l' haine	Hass	words	B1	noun	feminine	haine	21.78
creuser	graben	words	B1	verb		creuser	21.69
brusquement	plötzlich	words	B1	adverb		brusquement	21.64
user	nutzen	words	B1	verb		user	21.62
secret	geheim	words	B1	adjective		secret	21.55
contenter	begnügen	words	B1	verb		contenter	21.48
la chaleur	Hitze	words	B1	noun	feminine	chaleur	21.48
calmer	nachlassen	words	B1	verb		calmer	21.42
combattre	kämpfen	words	B1	verb		combattre	21.24
chasser	jagen	words	B1	verb		chasser	21.18
dessus	darüber	words	B1	adverb		dessus	21.12
enrichir	bereichern	words	B1	verb		enrichir	21.09
la transformation	Umbau	words	B1	noun	feminine	transformation	21.03
la distance	Weite	words	B1	noun	feminine	distance	20.87
le trottoir	Fußweg	words	B1	noun	masculine	trottoir	20.77
isoler	absondern	words	B1	verb		isoler	20.75
haut	Hoch	words	B1	noun		haut	20.72
initier	werben	words	B1	verb		initier	20.58
rejeter	ablehnen	words	B1	verb		rejeter	20.58
fuir	fliehen	words	B1	verb		fuir	20.57
comparer	vergleichen	words	B1	verb		comparer	20.53
fier	stolz	words	B1	adjective		fier	20.45
fortement	kräftig	words	B1	adverb		fortement	20.41
le plafond	Decke	words	B1	noun	masculine	plafond	20.37
la prise	Griff	words	B1	noun	feminine	prise	20.37
l' enthousiasme	Schwung	words	B1	noun	masculine	enthousiasme	20.32
la notion	Kenntnis	words	B1	noun	feminine	notion	20.28
trembler	beben	words	B1	verb		trembler	20.24
l' ennui	Ärger	words	B1	noun	masculine	ennui	20.23
la publication	Publikation	words	B1	noun	feminine	publication	20.09
Seigneur	Gott	words	B1	noun		seigneur	20.09
dominer	zügeln	words	B1	verb		dominer	20.07
le poing	Faust	words	B1	noun	masculine	poing	20.04
l' habit	Rock	words	B1	noun	masculine	habit	19.92
le chasseur	Jäger	words	B1	noun	masculine	chasseur	19.91
la joue	Backe	words	B1	noun	feminine	joue	19.87
le professionnel	Professional	words	B1	noun	masculine	professionnel	19.81
la fortune	Los	words	B1	noun	feminine	fortune	19.72
exceptionnel	außergewöhnlich	words	B1	adjective		exceptionnel	19.69
annuel	jährlich	words	B1	adjective		annuel	19.69
l' apparence	Spur	words	B1	noun	feminine	apparence	19.65
redescendre	wieder herunterkommen	words	B1	verb		redescendre	19.62
riche	Reiche	words	B1	noun		riche	19.51
la toile	Netz	words	B1	noun	feminine	toile	19.42
le contenu	Gehalt	words	B1	noun	masculine	contenu	19.40
la civilisation	Kultur	words	B1	noun	feminine	civilisation	19.39
le dommage	Schaden	words	B1	noun	masculine	dommage	19.36
rarement	selten	words	B1	adverb		rarement	19.35
ferme	Gutshof	words	B1	adverb	feminine	ferme	19.32
ennemi	Feind	words	B1	noun		ennemi	19.30
guider	führen	words	B1	verb		guider	19.29
l' entourage	Entourage	words	B1	noun	masculine	entourage	19.25
la motivation	Motivation	words	B1	noun	feminine	motivation	19.25
la douceur	Süße	words	B1	noun	feminine	douceur	19.12
la sensation	Sensation	words	B1	noun	feminine	sensation	19.09
le choc	Anstoß	words	B1	noun	masculine	choc	19.06
mobiliser	mobilmachen	words	B1	verb		mobiliser	19.04
semblable	ähnlich	words	B1	adjective		semblable	19.00
le miroir	Spiegel	words	B1	noun	masculine	miroir	18.97
la lance	Lanze	words	B1	noun	feminine	lance	18.96
uniquement	einzig	words	B1	adverb		uniquement	18.93
agiter	agitieren	words	B1	verb		agiter	18.85
roux	rothaarig	words	B1	adjective		roux	18.81
la barbe	Bart	words	B1	noun	feminine	barbe	18.79
Stade	Stade	words	B1	noun		stade	18.71
douter	zweifeln	words	B1	verb		douter	18.70
technologique	technologisch	words	B1	adjective		technologique	18.68
la masse	Masse	words	B1	noun	feminine	masse	18.66
moral	ethisch	words	B1	adjective		moral	18.59
volontiers	gerne	words	B1	adverb		volontiers	18.57
mineur	nichtig	words	B1	adjective		mineur	18.52
dramatique	dramatisch	words	B1	adjective		dramatique	18.48
la tombe	Grab	words	B1	noun	feminine	tombe	18.47
envers	auf zu	words	B1	preposition		envers	18.45
exemplaire	vorbildlich	words	B1	noun		exemplaire	18.42
le banc	Bank	words	B1	noun	masculine	banc	18.36
le sentier	Pfad	words	B1	noun	masculine	sentier	18.36
la vingtaine	Zwanziger	words	B1	noun	feminine	vingtaine	18.33
la grippe	Grippe	words	B1	noun	feminine	grippe	18.32
le stress	Stress	words	B1	noun	masculine	stress	18.31
ordonner	heißen	words	B1	verb		ordonner	18.30
la menace	Omen	words	B1	noun	feminine	menace	18.20
rompre	brechen	words	B1	verb		rompre	18.11
l' intervention	Eingriff	words	B1	noun	feminine	intervention	18.02
linge	Tuch	words	B1	noun		linge	17.93
la recette	Erlös	words	B1	noun	feminine	recette	17.93
marin	seefest	words	B1	adjective	masculine	marin	17.93
le contexte	Kontext	words	B1	noun	masculine	contexte	17.91
l' illusion	Illusion	words	B1	noun	feminine	illusion	17.83
la goutte	Runz	words	B1	noun	feminine	goutte	17.82
l' enjeu	Einsatz	words	B1	noun	masculine	enjeu	17.81
occidental	westlich	words	B1	adjective		occidental	17.80
portrait	Bildnis	words	B1	noun		portrait	17.71
le dollar	Dollar	words	B1	noun	masculine	dollar	17.61
remuer	rühren	words	B1	verb		remuer	17.54
la plaisanterie	Scherz	words	B1	noun	feminine	plaisanterie	17.49
le circuit	Bogen	words	B1	noun	masculine	circuit	17.39
la vocation	Berufung	words	B1	noun	feminine	vocation	17.38
effacer	löschen	words	B1	verb		effacer	17.16
la souris	Maus	words	B1	noun	feminine	souris	17.01
avec	mit	words	B1	adverb		avec	16.99
le Dragon	Drache	words	B1	noun	masculine	dragon	16.96
repousser	stoßen	words	B1	verb		repousser	16.93
l' ours	Bär	words	B1	noun	masculine	ours	16.88
banal	fad	words	B1	adjective		banal	16.87
raisonnable	klug	words	B1	adjective		raisonnable	16.80
le trajet	Fahrt	words	B1	noun	masculine	trajet	16.79
l' ange	Engel	words	B1	noun	masculine	ange	16.79
progresser	machen	words	B1	verb		progresser	16.78
la fatigue	Ermüdung	words	B1	noun	feminine	fatigue	16.77
plat	eben	words	B1	adjective		plat	16.76
la tonne	Tonne	words	B1	noun	feminine	tonne	16.64
second	zweite	words	B1	noun		second	16.64
l' essence	Sein	words	B1	noun	feminine	essence	16.61
psychologue	Psychologe	words	B1	noun		psychologue	16.60
exploser	bersten	words	B1	verb		exploser	16.52
progressivement	langsam	words	B1	adverb		progressivement	16.41
le profil	Querschnitt	words	B1	noun	masculine	profil	16.41
vieillir	alt	words	B1	verb		vieillir	16.39
ferme	fest	words	B1	adjective		ferme	16.36
constamment	konstant	words	B1	adverb		constamment	16.32
faciliter	erleichtern	words	B1	verb		faciliter	16.24
la profondeur	Tiefe	words	B1	noun	feminine	profondeur	16.23
longuement	lange	words	B1	adverb		longuement	16.22
le domicile	Wohnsitz	words	B1	noun	masculine	domicile	16.19
la proportion	Gleichmaß	words	B1	noun	feminine	proportion	16.18
la transmission	Weitergabe	words	B1	noun	feminine	transmission	16.16
bref	kurzum	words	B1	adverb		bref	16.12
rougir	erröten	words	B1	verb		rougir	16.12
militaire	soldatisch	words	B1	adjective		militaire	16.00
calculer	rechnen	words	B1	verb		calculer	16.00
l' officier	Offizier	words	B1	noun	masculine	officier	15.99
convenir	eignen	words	B1	verb		convenir	15.94
l' orage	Sturm	words	B1	noun	masculine	orage	15.89
enterrer	begraben	words	B1	verb		enterrer	15.84
le logiciel	Programm	words	B1	noun	masculine	logiciel	15.74
vaste	weit	words	B1	adjective		vaste	15.74
capitaine	Kapitän	words	B1	noun		capitaine	15.74
la vache	Kuh	words	B1	noun	feminine	vache	15.72
le repos	Ruhe	words	B1	noun	masculine	repos	15.71
hier	gestern	words	B1	verb		hier	15.71
concierge	Hauswart	words	B1	noun		concierge	15.66
le tas	Miete	words	B1	noun	masculine	tas	15.55
la pointe	Kulm	words	B1	noun	feminine	pointe	15.51
Lion	Löwe	words	B1	noun		lion	15.50
paysan	Bauer	words	B1	adjective	masculine	paysan	15.45
artiste	Künstler	words	B1	adjective		artiste	15.40
pompier	Feuerwehrmann	words	B1	noun		pompier	15.37
concentrer	konzentrieren	words	B1	verb		concentrer	15.34
la mine	Mine	words	B1	noun	feminine	mine	15.33
le fumeur	Raucher	words	B1	noun	masculine	fumeur	15.33
le passager	Fahrgast	words	B1	noun	masculine	passager	15.31
la patience	Geduld	words	B1	noun	feminine	patience	15.27
venger	rächen	words	B1	verb		venger	15.26
le bijou	Juwel	words	B1	noun	masculine	bijou	15.19
joindre	addieren	words	B1	verb		joindre	15.18
qualifier	heißen	words	B1	verb		qualifier	15.18
revendiquer	fordern	words	B1	verb		revendiquer	15.17
renouveler	erneuern	words	B1	verb		renouveler	15.11
loger	hausen	words	B1	verb		loger	15.02
artificiel	geziert	words	B1	adjective		artificiel	15.00
la jupe	Rock	words	B1	noun	feminine	jupe	15.00
muet	stumm	words	B1	adjective		muet	14.96
explorer	forschen	words	B1	verb		explorer	14.90
effectivement	tatsächlich	words	B1	adverb		effectivement	14.88
l' adaptation	Anpassung	words	B1	noun	feminine	adaptation	14.84
poids	Wucht	words	B1	noun		poids	14.82
attribuer	geben	words	B1	verb		attribuer	14.81
trouble	trüb	words	B1	noun		trouble	14.81
la branche	Arm	words	B1	noun	feminine	branche	14.77
le personnel	Mitarbeiter	words	B1	noun	masculine	personnel	14.72
sourd	taub	words	B1	adjective		sourd	14.65
catholique	katholisch	words	B1	adjective		catholique	14.64
courant	gängig	words	B1	adjective		courant	14.64
habituer	gewöhnen	words	B1	verb		habituer	14.61
familier	familiär	words	B1	adjective		familier	14.59
le fichier	Datei	words	B1	noun	masculine	fichier	14.58
le manche	Heft	words	B1	noun	masculine	manche	14.57
le carton	Pappe	words	B1	noun	masculine	carton	14.34
la silhouette	Silhouette	words	B1	noun	feminine	silhouette	14.34
le souffle	Atem	words	B1	noun	masculine	souffle	14.33
le test	Test	words	B1	noun	masculine	test	14.32
le jugement	Beurteilung	words	B1	noun	masculine	jugement	14.32
automobile	Automobil	words	B1	adjective	feminine	automobile	14.30
emparer	erobern	words	B1	verb		emparer	14.25
le col	Pass	words	B1	noun	masculine	col	14.23
songer	wähnen	words	B1	verb		songer	14.22
l' auditeur	Hörer	words	B1	noun	masculine	auditeur	14.22
la croix	Crux	words	B1	noun	feminine	croix	14.21
l' obligation	Pflicht	words	B1	noun	feminine	obligation	14.19
arranger	ordnen	words	B1	verb		arranger	14.17
l' empire	Einfluß	words	B1	noun	masculine	empire	14.11
grimper	klimmen	words	B1	verb		grimper	14.10
ethnique	ethnisch	words	B1	adjective		ethnique	14.05
l' inconnu	Fremder	words	B1	noun	masculine	inconnu	13.99
adieu	Lebwohl	words	B1	noun		adieu	13.96
la pousse	Reis	words	B1	noun	feminine	pousse	13.93
la commande	Auftrag	words	B1	noun	feminine	commande	13.90
vert	Grün	words	B1	noun		vert	13.85
financer	finanzieren	words	B1	verb		financer	13.84
fixe	fest	words	B1	adjective		fixe	13.82
correct	korrekt	words	B1	adjective	masculine	correct	13.80
la contrainte	Zwang	words	B1	noun	feminine	contrainte	13.75
renverser	stürzen	words	B1	verb		renverser	13.72
le romancier	Novelist	words	B1	noun	masculine	romancier	13.67
Berger	Hirte	words	B1	noun		berger	13.65
habituel	üblich	words	B1	adjective	masculine	habituel	13.60
le duc	Herzog	words	B1	noun	masculine	duc	13.56
la description	Deskription	words	B1	noun	feminine	description	13.51
Sud	Süden	words	B1	adjective	masculine	sud	13.48
la discipline	Geißel	words	B1	noun	feminine	discipline	13.48
la gestion	Leitung	words	B1	noun	feminine	gestion	13.45
l' honte	Scham	words	B1	noun	feminine	honte	13.45
l' armoire	Schrank	words	B1	noun	feminine	armoire	13.43
saint	heilig	words	B1	adjective		saint	13.43
le loyer	Miete	words	B1	noun	masculine	loyer	13.42
choquer	anecken	words	B1	verb		choquer	13.41
l' automobile	Auto	words	B1	noun	feminine	automobile	13.36
dessous	darunter	words	B1	adverb		dessous	13.32
le monstre	Untier	words	B1	noun	masculine	monstre	13.30
celer	verbergen	words	B1	verb		celer	13.19
le serviteur	Diener	words	B1	noun	masculine	serviteur	13.14
procurer	bereiten	words	B1	verb		procurer	13.08
la diffusion	Diffusion	words	B1	noun	feminine	diffusion	13.05
la marchandise	Ware	words	B1	noun	feminine	marchandise	13.02
interview	Interview	words	B1	noun		interview	12.99
le drame	Drama	words	B1	noun	masculine	drame	12.98
intituler	benennen	words	B1	verb		intituler	12.92
la plaine	Ebene	words	B1	noun	feminine	plaine	12.87
aimable	leutselig	words	B1	adjective		aimable	12.85
laid	übel	words	B1	adjective		laid	12.79
l' horloge	Uhr	words	B1	noun	feminine	horloge	12.73
immigrer	zuwandern	words	B1	verb		immigrer	12.67
la promotion	Aufstieg	words	B1	noun	feminine	promotion	12.66
la serviette	Handtuch	words	B1	noun	feminine	serviette	12.65
le recours	Aufruf	words	B1	noun	masculine	recours	12.63
le Coq	Hahn	words	B1	noun	masculine	coq	12.54
mal	übel	words	B1	adjective	masculine	mal	12.53
franchir	überqueren	words	B1	verb		franchir	12.52
noble	edel	words	B1	adjective		noble	12.51
incapable	unfähig	words	B1	adjective		incapable	12.49
la patte	Fuß	words	B1	noun	feminine	patte	12.47
la passe	Abgabe	words	B1	noun	feminine	passe	12.42
principalement	besonders	words	B1	adverb		principalement	12.40
la ceinture	Gurt	words	B1	noun	feminine	ceinture	12.38
le tailleur	Kostüm	words	B1	noun	masculine	tailleur	12.34
roman	romanisch	words	B1	adjective		roman	12.24
doubler	duplieren	words	B1	verb		doubler	12.22
le miracle	Wunder	words	B1	noun	masculine	miracle	12.21
le drapeau	Fahne	words	B1	noun	masculine	drapeau	12.20
la statue	Statue	words	B1	noun	feminine	statue	12.13
signaler	andeuten	words	B1	verb		signaler	12.12
pardonner	vergeben	words	B1	verb		pardonner	12.04
ressentir	fühlen	words	B1	verb		ressentir	12.01
apparemment	scheinbar	words	B1	adverb		apparemment	11.96
le budget	Etat	words	B1	noun	masculine	budget	11.95
le bilan	Bilanz	words	B1	noun	masculine	bilan	11.83
le volet	Fensterladen	words	B1	noun	masculine	volet	11.80
la garantie	Pfand	words	B1	noun	feminine	garantie	11.78
le fauteuil	Sessel	words	B1	noun	masculine	fauteuil	11.76
cracher	speien	words	B1	verb		cracher	11.73
forcer	beeilen	words	B1	verb		forcer	11.73
le mensonge	Lüge	words	B1	noun	masculine	mensonge	11.71
relier	binden	words	B1	verb		relier	11.70
basque	Baskisch	words	B1	adjective	masculine	basque	11.66
la cloche	Glocke	words	B1	noun	feminine	cloche	11.66
la rage	Wut	words	B1	noun	feminine	rage	11.65
la candidature	Bewerbung	words	B1	noun	feminine	candidature	11.61
le souhait	Lust	words	B1	noun	masculine	souhait	11.59
le drap	Laken	words	B1	noun	masculine	drap	11.58
britannique	britisch	words	B1	adjective		britannique	11.56
global	ganz	words	B1	adjective		global	11.51
difficilement	gerade so	words	B1	adverb		difficilement	11.46
la ruine	Ruine	words	B1	noun	feminine	ruine	11.33
armer	rüsten	words	B1	verb		armer	11.32
mordre	beißen	words	B1	verb		mordre	11.31
insolite	ungewöhnlich	words	B1	adjective		insolite	11.26
brancher	einstecken	words	B1	verb		brancher	11.24
murmurer	murren	words	B1	verb		murmurer	11.22
la satisfaction	Befriedigung	words	B1	noun	feminine	satisfaction	11.20
l' autorisation	Erlaubnis	words	B1	noun	feminine	autorisation	11.20
auparavant	im voraus	words	B1	adverb		auparavant	11.18
le ventre	Leib	words	B1	noun	masculine	ventre	11.17
religieux	religiös	words	B1	noun		religieux	11.07
critique	kritisch	words	B1	adjective		critique	11.06
impressionnant	beeindruckend	words	B1	adjective	masculine	impressionnant	11.04
le passant	Passant	words	B1	noun	masculine	passant	11.04
le record	Rekord	words	B1	noun	masculine	record	11.04
l' attaque	Anfall	words	B1	noun	feminine	attaque	11.01
chauffer	heizen	words	B1	verb		chauffer	10.97
nord	Norden	words	B1	adjective	masculine	nord	10.94
Vote	Wote	words	B1	noun		vote	10.92
le charbon	Kohle	words	B1	noun	masculine	charbon	10.91
la plainte	Klage	words	B1	noun	feminine	plainte	10.89
la reprise	Stopfen	words	B1	noun	feminine	reprise	10.86
retomber	hängen	words	B1	verb		retomber	10.85
respectueux	ehrerbietig	words	B1	adjective		respectueux	10.82
la licence	Lizenz	words	B1	noun	feminine	licence	10.73
le murmure	Murmeln	words	B1	noun	masculine	murmure	10.70
le confort	Komfort	words	B1	noun	masculine	confort	10.70
la troupe	Heer	words	B1	noun	feminine	troupe	10.65
l' hausse	Steigerung	words	B1	noun	feminine	hausse	10.63
normalement	normalerweise	words	B1	adverb		normalement	10.53
conseiller	Rat	words	B1	noun		conseiller	10.52
marchand	Kauffrau	words	B1	adjective	masculine	marchand	10.45
autobus	Bus	words	B1	noun		autobus	10.38
le seuil	Grenze	words	B1	noun	masculine	seuil	10.35
